date,country,local,industry_sector,accident_level,potential_accident_level,gender,employee_type,critical_risk,description,year,month,day,weekday,weekofyear,season,severity_score,high_severity,date.1,time,factory,region,shift,workers,exp,training,temp,pressure,humidity,vibration,speed,age,service_days,gas,sparks,alarm,risk,accident,clean_description,root_causes,description_length,word_count,forecast_risk_probability,risk_category,recommendation
2017-02-17,Country_01,Local_04,Mining,I,III,Male,Third Party,Projection/Manual Tools,"the moment of extracting the bolts of the CHUCK of rotation unit VSD 01; in the instant that is made hits with the rope of 6Lbs. the base of the support bolts, a fragment of the metal structure is projected, impacting the face of the mechanic Freddy the described injury.",2017,2,17,Friday,7,Summer,1,0,2021-07-26,13:30:00,Factory_D,Urban,Day,14.0,Senior,Yes,27.67,23.73,47.25,2.14,3046.62,7,303,0.32,1,On,63.76,0,the moment of extracting the bolts of the chuck of rotation unit vsd     in the instant that is made hits with the rope of  lbs  the base of the support bolts  a fragment of the metal structure is projected  impacting the face of the mechanic freddy the described injury,other,270,49,0.9266666666666666,High Risk,Perform comprehensive industrial safety inspection.
2017-02-17,Country_01,Local_01,Mining,I,III,Male,Employee,Chemical substances,"Once the painting of the pumping pipe has been completed, the person involved involuntarily touches his face, with his hand (with gloves) full of paint, and to clean himself he makes use of a dry industrial cloth and begins to rub his face, for a period of time from 30 to 40 seconds continuously, until finally the paint on the face is cleaned, this friction generates the described injury.",2017,2,17,Friday,7,Summer,1,0,2021-07-01,13:15:00,Factory_D,Industrial_Zone,Night,12.0,Senior,Yes,27.55,19.0,58.23,4.73,2760.95,2,265,4.24,2,On,56.96,0,once the painting of the pumping pipe has been completed  the person involved involuntarily touches his face  with his hand  with gloves  full of paint  and to clean himself he makes use of a dry industrial cloth and begins to rub his face  for a period of time from    to    seconds continuously  until finally the paint on the face is cleaned  this friction generates the described injury,equipment_failure,390,67,0.92,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2017-02-17,Country_01,Local_01,Mining,I,IV,Male,Third Party,Projection,"At the conclusion of the unloading of ore with the AMP-819 plate tipper, in the pit 01, the driver notices that a stretch of support mesh is stuck in the hopper hatch; then the driver gets off his equipment (with the hopper lifted) to remove with his hands this mesh, when generating force, fine particles of rock fall and one of them is impregnated in the eye of the injured. At the time of the incident, the injured person used his measuring glasses and did not have any surcharges.",2017,2,17,Friday,7,Summer,1,0,2021-03-13,19:15:00,Factory_C,Industrial_Zone,Night,30.0,Senior,Yes,35.01,30.23,47.54,2.37,3952.81,10,176,8.24,4,Off,70.19,0,at the conclusion of the unloading of ore with the amp     plate tipper  in the pit     the driver notices that a stretch of support mesh is stuck in the hopper hatch  then the driver gets off his equipment  with the hopper lifted  to remove with his hands this mesh  when generating force  fine particles of rock fall and one of them is impregnated in the eye of the injured  at the time of the incident  the injured person used his measuring glasses and did not have any surcharges,"equipment_failure, fall_slip",483,88,0.86,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2017-02-23,Country_01,Local_04,Mining,IV,IV,Male,Third Party,Vehicles and Mobile Equipment,"Mr. Walter was putting his tools in the hopper of the Atlas truck that was parked on the cruise 320 of Level 1850 OB2B, then the mining operations van arrived driven by Engineer parked behind the truck of Atlas to approximately 3 meters and without having placed the safety block went to request the data of the drilling, later the assistant of the SIMBA 04 opened the gate, dropping the bit into the hopper of the mine truck and untimely the vehicle He moved forward, pinning the mechanic's right leg.",2017,2,23,Thursday,8,Summer,4,1,2023-04-13,09:15:00,Factory_B,Industrial_Zone,Day,29.0,Junior,No,36.82,30.3,61.9,3.66,3737.0,2,35,7.49,2,On,53.57,0,mr  walter was putting his tools in the hopper of the atlas truck that was parked on the cruise     of level      ob b  then the mining operations van arrived driven by engineer parked behind the truck of atlas to approximately   meters and without having placed the safety block went to request the data of the drilling  later the assistant of the simba    opened the gate  dropping the bit into the hopper of the mine truck and untimely the vehicle he moved forward  pinning the mechanic s right leg,other,501,88,0.71,High Risk,Perform comprehensive industrial safety inspection.
2017-02-23,Country_02,Local_07,Mining,I,III,Male,Third Party (Remote),Venomous Animals,"During the transport of pieces of wood with the aid of a wheelbarrow, the employee felt a prick in the right leg, at that moment stopped the activity, removed the leggings and when shaking the pants noticed that it was a small scorpion.",2017,2,23,Thursday,8,Summer,1,0,2022-05-09,01:15:00,Factory_B,Rural,Day,31.0,Senior,No,32.28,26.5,39.34,3.25,1710.36,17,246,7.83,2,On,67.02,0,during the transport of pieces of wood with the aid of a wheelbarrow  the employee felt a prick in the right leg  at that moment stopped the activity  removed the leggings and when shaking the pants noticed that it was a small scorpion,other,235,43,0.93,High Risk,Perform comprehensive industrial safety inspection.
2017-02-25,Country_01,Local_01,Mining,IV,IV,Male,Third Party (Remote),Fall,"During the mining cycle at the Chimney 410; before starting with the drilling work to anchor the lane of the alimak system, the collaborator squat to pick up a manual tool that is on the platform; it is at this moment that the jackleg team loses its position and projects towards the back of the collaborator generating the injury.",2017,2,25,Saturday,8,Summer,4,1,2021-02-05,19:00:00,Factory_D,Urban,Night,47.0,Senior,Yes,31.72,27.1,68.03,1.22,1646.61,6,106,2.07,0,On,52.99,0,during the mining cycle at the chimney      before starting with the drilling work to anchor the lane of the alimak system  the collaborator squat to pick up a manual tool that is on the platform  it is at this moment that the jackleg team loses its position and projects towards the back of the collaborator generating the injury,human_error,330,58,0.7,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2017-02-25,Country_01,Local_01,Mining,I,III,Male,Employee,Projection,"In the support process, in circumstances that the assistant performs the Last cut in the transverse length of the mesh; The mesh generates a movement towards the operator and hits the face causing the described injury.",2017,2,25,Saturday,8,Summer,1,0,2023-02-13,20:30:00,Factory_B,Industrial_Zone,Night,46.0,Junior,No,33.39,27.93,61.75,0.09,2357.14,1,112,2.39,4,On,57.08,0,in the support process  in circumstances that the assistant performs the last cut in the transverse length of the mesh  the mesh generates a movement towards the operator and hits the face causing the described injury,human_error,217,36,0.8966666666666666,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2017-02-26,Country_02,Local_07,Mining,I,IV,Male,Employee,Fall prevention,"The employee was descending the ladder after inspection of the milling cyclones, which gives access to the floor behind the mill 10 by platform # ISC-MG26 when the floor gave way and it fell from a height of approximately 1 meter and 70 meters (there is material / ore below the platform, decreasing the height of the fall impact).",2017,2,26,Sunday,8,Summer,1,0,2021-07-25,14:30:00,Factory_A,Industrial_Zone,Night,35.0,Senior,Yes,19.67,19.96,50.65,0.18,3086.99,16,71,9.56,4,On,35.92,0,the employee was descending the ladder after inspection of the milling cyclones  which gives access to the floor behind the mill    by platform   isc mg   when the floor gave way and it fell from a height of approximately   meter and    meters  there is material   ore below the platform  decreasing the height of the fall impact,fall_slip,329,55,0.9433333333333334,High Risk,"Improve floor traction, housekeeping, and PPE compliance."
2017-02-27,Country_01,Local_03,Mining,II,IV,Male,Third Party,remains of choco,"In the area of ​​Lloclla 50 meters from the sub-station Nro 4, under circumstances that the worker was preparing to pick up the rope from the floor, several fragments of rock slide down the slope of the hill, one of the 5 cm fragments of Diameter approximately impacts the face of the worker producing the aforementioned injury",2017,2,27,Monday,9,Summer,2,0,2021-11-17,06:30:00,Factory_C,Urban,Night,42.0,Junior,Yes,16.55,19.61,45.33,0.95,3138.34,5,198,9.05,2,Off,33.87,0,in the area of   lloclla    meters from the sub station nro    under circumstances that the worker was preparing to pick up the rope from the floor  several fragments of rock slide down the slope of the hill  one of the   cm fragments of diameter approximately impacts the face of the worker producing the aforementioned injury,human_error,327,55,0.8666666666666667,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2017-02-27,Country_02,Local_02,Mining,III,IV,Male,Employee,Others,"When performing cleaning activity of the area near the 042-TC-06 - Grinding the employee was handling a block of triangular shaped rock measuring (b = 53cm x h = 42cm x e = 12cm). During the movement, he lost his balance by falling with the rock on the thumb of his left hand, injuring him.",2017,2,27,Monday,9,Summer,3,0,2022-05-30,08:15:00,Factory_C,Industrial_Zone,Night,26.0,Junior,No,34.27,22.98,62.22,4.38,1941.14,10,137,3.1,2,Off,55.22,0,when performing cleaning activity of the area near the     tc      grinding the employee was handling a block of triangular shaped rock measuring  b     cm x h     cm x e     cm   during the movement  he lost his balance by falling with the rock on the thumb of his left hand  injuring him,fall_slip,289,51,0.7733333333333333,High Risk,"Improve floor traction, housekeeping, and PPE compliance."
2017-03-01,Country_01,Local_06,Metals,I,I,Male,Third Party (Remote),Others,"When carrying out refractory brick chopping activities, in order to place the support of the bus bar in section 70, a particle is detached, hitting the assistant's right arm that was one meter away from the work area, provoking him a wound in the arm, was treated at the medical center and returned to his usual duties.",2017,3,1,Wednesday,9,Autumn,1,0,2022-05-20,05:00:00,Factory_C,Urban,Night,18.0,Senior,No,33.46,30.39,49.13,2.32,3996.05,14,226,6.44,0,Off,68.41,0,when carrying out refractory brick chopping activities  in order to place the support of the bus bar in section     a particle is detached  hitting the assistant s right arm that was one meter away from the work area  provoking him a wound in the arm  was treated at the medical center and returned to his usual duties,other,318,57,0.8566666666666667,High Risk,Perform comprehensive industrial safety inspection.
2017-03-02,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"On 02/03/17 during the soil sampling in the region of Sta. the employees Rafael and Danillo da Silva were attacked by a bee test. They rushed away from the place, but the employee Rafael took 4 bites, one on the chin, one on the chest, one on the neck and one on the hand over the glove. The employee took 4 bites, one in his hand over his glove and the other in the head, and the employee Danillo took 2 bites in the left arm over his uniform. At first no one sketched allergy, just swelling at the sting site. The activity was stopped to evaluate the site, after verifying that the test had remained in the line, they left the site.",2017,3,2,Thursday,9,Autumn,1,0,2022-07-17,23:15:00,Factory_A,Industrial_Zone,Night,30.0,Junior,No,24.86,22.33,75.97,2.37,2442.3,19,101,9.77,2,On,46.01,0,on          during the soil sampling in the region of sta  the employees rafael and danillo da silva were attacked by a bee test  they rushed away from the place  but the employee rafael took   bites  one on the chin  one on the chest  one on the neck and one on the hand over the glove  the employee took   bites  one in his hand over his glove and the other in the head  and the employee danillo took   bites in the left arm over his uniform  at first no one sketched allergy  just swelling at the sting site  the activity was stopped to evaluate the site  after verifying that the test had remained in the line  they left the site,other,633,119,0.9,High Risk,Perform comprehensive industrial safety inspection.
2017-03-02,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"On 02/03/17 during the soil sampling in the region of Sta. the employees Rafael and Danillo da Silva were attacked by a bee test. They rushed away from the place, but the employee Rafael took 4 bites, one on the chin, one on the chest, one on the neck and one on the hand over the glove. The employee took 4 bites, one in his hand over his glove and the other in the head, and the employee Danillo took 2 bites in the left arm over his uniform. At first no one sketched allergy, just swelling at the sting site. The activity was stopped to evaluate the site, after verifying that the test had remained in the line, they left the site.",2017,3,2,Thursday,9,Autumn,1,0,2023-10-17,16:00:00,Factory_C,Industrial_Zone,Day,41.0,Senior,No,15.4,16.36,47.05,1.26,3726.72,7,211,8.7,0,On,29.61,0,on          during the soil sampling in the region of sta  the employees rafael and danillo da silva were attacked by a bee test  they rushed away from the place  but the employee rafael took   bites  one on the chin  one on the chest  one on the neck and one on the hand over the glove  the employee took   bites  one in his hand over his glove and the other in the head  and the employee danillo took   bites in the left arm over his uniform  at first no one sketched allergy  just swelling at the sting site  the activity was stopped to evaluate the site  after verifying that the test had remained in the line  they left the site,other,633,119,0.93,High Risk,Perform comprehensive industrial safety inspection.
2017-03-04,Country_02,Local_02,Mining,I,V,Male,Employee,Vehicles and Mobile Equipment,"The employee, who was hitchhiking, on the CEP 403 truck, equipment, he crossed the central canterio of the track to catch the key of the wheel loader with another operator who was stopped in the opposite direction. Upon returning to the truck, it was hit in the arm left by the loader tire that was traveling along the road and passed the CEP-403 on the right.",2017,3,4,Saturday,9,Autumn,1,0,2021-02-28,08:00:00,Factory_D,Urban,Day,13.0,Junior,No,29.44,23.9,32.85,1.11,3590.98,13,174,1.55,4,On,52.95,0,the employee  who was hitchhiking  on the cep     truck  equipment  he crossed the central canterio of the track to catch the key of the wheel loader with another operator who was stopped in the opposite direction  upon returning to the truck  it was hit in the arm left by the loader tire that was traveling along the road and passed the cep     on the right,"equipment_failure, human_error",359,65,0.92,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2017-03-06,Country_01,Local_04,Mining,I,III,Male,Third Party (Remote),Fall,"Being 5:40 pm approx. when the collaborator Mr. Duval (sampler), was preparing to change and remove the buckets from the pulp samples of the plant courier, he slipped and fell to the ground supporting himself with the right hand generating the lesion described.",2017,3,6,Monday,10,Autumn,1,0,2023-09-14,01:00:00,Factory_D,Urban,Day,46.0,Junior,No,21.42,22.74,36.82,3.25,3546.37,3,137,3.02,1,On,38.19,0,being      pm approx  when the collaborator mr  duval  sampler   was preparing to change and remove the buckets from the pulp samples of the plant courier  he slipped and fell to the ground supporting himself with the right hand generating the lesion described,fall_slip,260,42,0.8066666666666666,High Risk,"Improve floor traction, housekeeping, and PPE compliance."
2017-03-08,Country_03,Local_10,Others,I,I,Male,Third Party,Others,"On 08/03/2017 at 3:30 PM, when performing MAG activity, the employee Murilo da Silva, when moving in the acquisition line, came across a small drainage (approximately 40cm wide), with small gap. As he traversed the drainage, the employee rested his right foot on the ravine that came to rest, causing the right ankle to twist. Soon after the twisting, the activities were paralyzed and the employee was taken to the local hospital, where an x-ray was taken and an examination made by the physician. No serious injury was found, only a small swelling, then released to normal activities.",2017,3,8,Wednesday,10,Autumn,1,0,2023-08-29,14:45:00,Factory_C,Industrial_Zone,Night,36.0,Junior,No,18.52,19.7,59.46,0.54,2731.51,14,179,4.04,3,Off,40.55,0,on            at      pm  when performing mag activity  the employee murilo da silva  when moving in the acquisition line  came across a small drainage  approximately   cm wide   with small gap  as he traversed the drainage  the employee rested his right foot on the ravine that came to rest  causing the right ankle to twist  soon after the twisting  the activities were paralyzed and the employee was taken to the local hospital  where an x ray was taken and an examination made by the physician  no serious injury was found  only a small swelling  then released to normal activities,other,585,97,0.93,High Risk,Perform comprehensive industrial safety inspection.
2017-03-09,Country_01,Local_03,Mining,I,V,Male,Third Party,Vehicles and Mobile Equipment,"At Level 3970 (Before -100) When the F6M 801 license plate went from level 3570 to surface, when the pilot trying to locate his radio to answer a call from the concrete plant is distracted and crashes his vehicle against the left gable and the vehicle turns to the right side. When this happens, the copilot hits his right hand against a fragment of broken glass in the window on the right side of the vehicle.",2017,3,9,Thursday,10,Autumn,1,0,2022-03-01,15:00:00,Factory_A,Rural,Day,16.0,Senior,No,33.23,25.26,69.61,4.43,1113.44,18,168,5.36,4,Off,63.99,0,at level       before       when the f m     license plate went from level      to surface  when the pilot trying to locate his radio to answer a call from the concrete plant is distracted and crashes his vehicle against the left gable and the vehicle turns to the right side  when this happens  the copilot hits his right hand against a fragment of broken glass in the window on the right side of the vehicle,other,409,73,0.9233333333333333,High Risk,Perform comprehensive industrial safety inspection.
2017-03-09,Country_02,Local_05,Metals,I,III,Male,Third Party,Machine Protection,"Employee was performing maintenance on filter press, in the Filtration area (GRS). When he dismantled the hose clamp in a turning motion, he had contact with the burr of the tip of one of the screws that was exposed, causing him a cut in his glove and wound in the 3rd quirodactilo of the left hand.",2017,3,9,Thursday,10,Autumn,1,0,2022-04-22,04:30:00,Factory_A,Urban,Day,22.0,Senior,Yes,31.31,21.51,43.07,4.47,3406.5,10,270,9.43,2,Off,61.2,0,employee was performing maintenance on filter press  in the filtration area  grs   when he dismantled the hose clamp in a turning motion  he had contact with the burr of the tip of one of the screws that was exposed  causing him a cut in his glove and wound in the  rd quirodactilo of the left hand,other,298,56,0.9033333333333333,High Risk,Perform comprehensive industrial safety inspection.
2017-03-15,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"Team of the VMS Project performed soil collection on the Xixás target with 3 members. When the teams were moving from one collection point to another, Mr. Fabio was ahead of the team, stinging behind Robson and Manoel da Silva. near the collection point were surprised by a swarm of bees that was inside a I play near the ground, with no visibility in the woods and no hissing noise. Fabio passed by the stump, but Robson and Manoel da Silva were attacked by the bees. Robson had a sting in his left arm over his uniform and Manoel da Silva had a prick in his lip as his screen ripped as he tangled in the branches during the escape.",2017,3,15,Wednesday,11,Autumn,1,0,2022-08-12,10:45:00,Factory_A,Industrial_Zone,Night,21.0,Junior,Yes,20.32,14.56,71.05,4.34,3628.74,12,294,8.83,2,On,42.81,0,team of the vms project performed soil collection on the xix s target with   members  when the teams were moving from one collection point to another  mr  fabio was ahead of the team  stinging behind robson and manoel da silva  near the collection point were surprised by a swarm of bees that was inside a i play near the ground  with no visibility in the woods and no hissing noise  fabio passed by the stump  but robson and manoel da silva were attacked by the bees  robson had a sting in his left arm over his uniform and manoel da silva had a prick in his lip as his screen ripped as he tangled in the branches during the escape,other,632,120,0.74,High Risk,Perform comprehensive industrial safety inspection.
2017-03-15,Country_02,Local_08,Metals,II,IV,Female,Employee,Chemical substances,"During the preparation for the solubilization activity of the sample in the chapel, the maid when moving the vial of nitric acid, the same detached from the doser, causing projection in the region of the face and upper limbs.",2017,3,15,Wednesday,11,Autumn,2,0,2021-07-13,15:15:00,Factory_A,Rural,Night,48.0,Junior,No,25.4,20.34,43.57,2.19,1957.85,10,305,1.07,1,Off,58.03,0,during the preparation for the solubilization activity of the sample in the chapel  the maid when moving the vial of nitric acid  the same detached from the doser  causing projection in the region of the face and upper limbs,other,224,39,0.8166666666666667,High Risk,Perform comprehensive industrial safety inspection.
2017-03-25,Country_03,Local_10,Others,I,I,Male,Employee,Others,"The technician was doing the magnetometric survey when he stepped on a thorn. His reaction was to immediately retreat, losing his balance and so the magnetometer's antenna broke.",2017,3,25,Saturday,12,Autumn,1,0,2022-03-30,09:15:00,Factory_D,Rural,Day,31.0,Junior,Yes,37.62,26.29,67.83,0.73,3085.53,9,59,7.82,0,Off,51.46,0,the technician was doing the magnetometric survey when he stepped on a thorn  his reaction was to immediately retreat  losing his balance and so the magnetometer s antenna broke,other,177,29,0.9366666666666666,High Risk,Perform comprehensive industrial safety inspection.
2017-03-31,Country_02,Local_05,Metals,I,IV,Male,Third Party,Fall prevention,"Employee reports that he assisted the maintenance activity in Tower 09, in Electrolysis, when he stepped on the GRP grid (Polymer with Glass the floor moving, causing it to fall. The event took place in 3 stages: 1) Displacement and fall of the floor in the span when receiving the effort; 2) Employee fall to about 1.60m below the GRP floor, on the side of the gutter below the floor, supporting the structure; 3) Employee fall to the lower level, about 2.35m below the GRP floor.",2017,3,31,Friday,13,Autumn,1,0,2022-05-07,16:30:00,Factory_C,Rural,Night,8.0,Senior,No,29.26,21.75,41.9,0.92,3149.33,11,56,0.19,1,Off,40.17,0,employee reports that he assisted the maintenance activity in tower     in electrolysis  when he stepped on the grp grid  polymer with glass the floor moving  causing it to fall  the event took place in   stages     displacement and fall of the floor in the span when receiving the effort     employee fall to about     m below the grp floor  on the side of the gutter below the floor  supporting the structure     employee fall to the lower level  about     m below the grp floor,fall_slip,480,81,0.88,High Risk,"Improve floor traction, housekeeping, and PPE compliance."
2017-04-04,Country_02,Local_05,Metals,I,III,Male,Employee,Chemical substances,"Employee reports that he was supervising an activity in the Ustulation, near the Ball when a projection of hot humped dust from the upper floor reached his cervical (""neck"" region), causing a first degree burn.",2017,4,4,Tuesday,14,Autumn,1,0,2021-12-06,22:45:00,Factory_C,Urban,Night,7.0,Senior,Yes,22.09,21.74,74.15,2.65,1248.17,2,232,0.85,0,On,42.78,0,employee reports that he was supervising an activity in the ustulation  near the ball when a projection of hot humped dust from the upper floor reached his cervical   neck  region   causing a first degree burn,other,209,35,0.9733333333333334,High Risk,Perform comprehensive industrial safety inspection.
2017-04-05,Country_02,Local_05,Metals,I,IV,Male,Employee,Suspended Loads,Employee performed the task of hoisting big-bags containing waelz oxide and after performing several hoistings the employee suffered a low-voltage electric shock when contacting the hoist when attaching the handle of a big-bag on it.,2017,4,5,Wednesday,14,Autumn,1,0,2022-10-21,10:00:00,Factory_D,Rural,Night,32.0,Senior,No,11.22,14.99,72.21,1.52,1547.74,4,7,1.18,1,On,8.27,0,employee performed the task of hoisting big bags containing waelz oxide and after performing several hoistings the employee suffered a low voltage electric shock when contacting the hoist when attaching the handle of a big bag on it,electrical,232,38,0.9433333333333334,High Risk,Perform electrical safety audits and strengthen cable insulation inspections.
2017-04-07,Country_02,Local_02,Mining,I,III,Male,Third Party (Remote),Others,"Employee moved toward the structure of post 10, when it came to step in false, suffering twisting in the left ankle.",2017,4,7,Friday,14,Autumn,1,0,2021-12-19,09:00:00,Factory_D,Rural,Night,18.0,Junior,No,18.44,16.39,64.88,2.19,3165.22,2,220,9.19,0,Off,28.31,0,employee moved toward the structure of post     when it came to step in false  suffering twisting in the left ankle,other,115,20,0.9133333333333333,High Risk,Perform comprehensive industrial safety inspection.
2017-04-04,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"On 04/04/2017, around 13: 30hs, during the current sediment activity the collaborator Warley took a bee sting in the neck, the same was using the screen, but the bee entered the bottom of the screen . After the sting the team decided to leave the workplace due to the presence of other bees. The collaborator had no reaction and continued to work normally.",2017,4,4,Tuesday,14,Autumn,1,0,2021-07-14,21:45:00,Factory_C,Rural,Day,16.0,Junior,No,27.33,21.44,70.29,2.7,2008.37,6,11,4.14,0,On,35.15,0,on             around       hs  during the current sediment activity the collaborator warley took a bee sting in the neck  the same was using the screen  but the bee entered the bottom of the screen   after the sting the team decided to leave the workplace due to the presence of other bees  the collaborator had no reaction and continued to work normally,other,355,60,0.81,High Risk,Perform comprehensive industrial safety inspection.
2017-04-06,Country_01,Local_06,Metals,I,II,Male,Third Party,Others,"The industrial cleaning worker Cristian was performing the cleaning activity of the gutter, striking with a walls of the same, to remove the solid solution that is formed. In that At the moment the operator's hands slide and impact on the edge of the gutter, causing a blow on the little finger of the left hand.",2017,4,6,Thursday,14,Autumn,1,0,2021-02-05,15:00:00,Factory_D,Industrial_Zone,Day,24.0,Senior,No,28.18,20.35,36.22,0.52,2872.77,2,210,5.14,2,Off,53.33,0,the industrial cleaning worker cristian was performing the cleaning activity of the gutter  striking with a walls of the same  to remove the solid solution that is formed  in that at the moment the operator s hands slide and impact on the edge of the gutter  causing a blow on the little finger of the left hand,human_error,311,57,0.9633333333333334,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2017-04-07,Country_01,Local_03,Mining,I,IV,Male,Third Party,Fall prevention,"At level 3790 (formerly level -280), the hydraulic filling personnel performed the installation of 4 ""diameter HDPE pipe through the ventilation chimney with the help of a 4-yard scooptram that held and pushed the end of the pipe. pipe (100 meters in length). At that moment the pipe gets stuck on the edge of the chimney causing the pipe to form an arc at the height where the injured worker was, who signals with the light of his lamp to the operator of the scooptram to stop and when trying to retire from the line of fire, the worker loses balance by light contact with the pipe causing fall at the same level.",2017,4,7,Friday,14,Autumn,1,0,2023-10-05,20:00:00,Factory_B,Rural,Night,25.0,Senior,Yes,12.35,20.15,31.5,1.2,3158.36,2,185,9.04,3,Off,22.43,0,at level       formerly level        the hydraulic filling personnel performed the installation of    diameter hdpe pipe through the ventilation chimney with the help of a   yard scooptram that held and pushed the end of the pipe  pipe      meters in length   at that moment the pipe gets stuck on the edge of the chimney causing the pipe to form an arc at the height where the injured worker was  who signals with the light of his lamp to the operator of the scooptram to stop and when trying to retire from the line of fire  the worker loses balance by light contact with the pipe causing fall at the same level,"human_error, fire_explosion, fall_slip",613,109,0.9133333333333333,High Risk,Conduct advanced worker safety training and strengthen operational supervision.
2017-04-10,Country_02,Local_02,Mining,I,II,Male,Third Party,Chemical substances,"Employee to perform painting of the floor of the fuel tank area, he needed cleaning, and by pouring water-thinner on the floor, the bucket slipped out of his hand and the mixture projected onto his left shoulder and lower lip, causing redness and burning.",2017,4,10,Monday,15,Autumn,1,0,2021-01-04,03:15:00,Factory_B,Rural,Night,22.0,Junior,No,23.32,20.73,64.72,3.29,2224.1,17,251,0.07,2,Off,58.93,0,employee to perform painting of the floor of the fuel tank area  he needed cleaning  and by pouring water thinner on the floor  the bucket slipped out of his hand and the mixture projected onto his left shoulder and lower lip  causing redness and burning,fall_slip,254,45,0.8166666666666667,High Risk,"Improve floor traction, housekeeping, and PPE compliance."
2017-04-08,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"During the execution of the soil sampling task at the Potions area, around 1:15 pm, Luis - WCA, was opening with a machete and was bitten by a wasp on the back of his right hand, the same was using at the time of the incident all the EPIs needed for activity. The employee was evaluated by the technician who found it to be a mild and localized swelling wound. The employee reported that he did not feel any pain and that he could continue the activity.",2017,4,8,Saturday,14,Autumn,1,0,2022-04-17,05:00:00,Factory_B,Industrial_Zone,Night,47.0,Junior,No,34.93,26.98,75.11,2.31,1059.35,2,363,1.04,3,Off,73.92,0,during the execution of the soil sampling task at the potions area  around      pm  luis   wca  was opening with a machete and was bitten by a wasp on the back of his right hand  the same was using at the time of the incident all the epis needed for activity  the employee was evaluated by the technician who found it to be a mild and localized swelling wound  the employee reported that he did not feel any pain and that he could continue the activity,other,452,85,0.86,High Risk,Perform comprehensive industrial safety inspection.
2017-04-11,Country_01,Local_03,Mining,I,IV,Male,Third Party (Remote),Electrical Shock,"In the tower N ° 6 of the old 50 KV LT (disabled and de-energized and 90% dismantled) located in the city of Pasco, the last profiles of the base of the tower previously disassembled were cut, using oxyfuel equipment , at 11:45 am, the Proingcom security supervisor and the foreman, who were on the outside of the fenced area supervising the activity, indicate the stoppage of activities and evacuation to the refuge due to the orange alert indicated on the detector of storms. During the evacuation of the last 02 employees who were inside the fenced area, a loud sound was heard, provoking a fright, which caused the staff to throw themselves to the floor inside the area, then proceeded to leave the work area by his own means through the ladder. Apparently the loud sound would correspond to an electrical discharge in the cable guard that passes over the old towers.",2017,4,11,Tuesday,15,Autumn,1,0,2022-11-21,22:45:00,Factory_B,Rural,Day,24.0,Senior,No,15.0,16.25,49.19,3.76,3659.31,18,49,6.54,1,Off,22.68,0,in the tower n     of the old    kv lt  disabled and de energized and     dismantled  located in the city of pasco  the last profiles of the base of the tower previously disassembled were cut  using oxyfuel equipment   at       am  the proingcom security supervisor and the foreman  who were on the outside of the fenced area supervising the activity  indicate the stoppage of activities and evacuation to the refuge due to the orange alert indicated on the detector of storms  during the evacuation of the last    employees who were inside the fenced area  a loud sound was heard  provoking a fright  which caused the staff to throw themselves to the floor inside the area  then proceeded to leave the work area by his own means through the ladder  apparently the loud sound would correspond to an electrical discharge in the cable guard that passes over the old towers,"equipment_failure, electrical",870,147,0.8866666666666667,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
2017-04-11,Country_02,Local_07,Mining,I,II,Male,Third Party (Remote),Others,"At the end of the concreting activity, the employee turned off the concrete, and when rolling the handle to make the return of the equipment warehouse the same bumped the tip of the mangote in the inferior lip causing hematoma.",2017,4,11,Tuesday,15,Autumn,1,0,2022-11-16,15:30:00,Factory_D,Urban,Day,28.0,Junior,Yes,16.41,21.77,56.89,3.49,1154.69,14,231,7.55,1,On,48.4,0,at the end of the concreting activity  the employee turned off the concrete  and when rolling the handle to make the return of the equipment warehouse the same bumped the tip of the mangote in the inferior lip causing hematoma,equipment_failure,226,40,0.94,High Risk,Increase preventive maintenance frequency and install predictive sensor monitoring systems.
